Laboratory Confirmed Cases (LCC): 1804
- Los Angeles County (excl. LB and Pas): 1720*
- Long Beach: 75
- Pasadena: 9
Deaths: 32
- Los Angeles County (excl. LB and Pas): 31
- Long Beach: 1
- Pasadena: 0
Age Group (Los Angeles County Cases Only-excl LB and Pas):  
0 to 17: 27
18 to 40: 674
41 to 65: 676
Over 65: 343
Hospitalization:  
Hospitalized (Ever): 398
CITY/COMMUNITY**:  
City of Agoura Hills***: 9
City of Alhambra: 10
City of Arcadia: 8
City of Artesia: --
City of Avalon: 0
City of Azuza: 1
City of Baldwin Park: 0
City of Bell: 5
City of Bell Gardens: 1
City of Bellflower: 12
City of Beverly Hills: 21
City of Bradbury: 0
City of Burbank: 17
City of Calabasas: 10
City of Carson: 26
City of Cerritos: 1
City of Claremont: 1
City of Commerce: 0
City of Compton: 9
City of Covina: 3
City of Cudahy: --
City of Culver City: 7
City of Diamond Bar: 2
City of Downey: 18
City of Duarte: --
City of El Monte: 0
City of El Segundo: --
City of Gardena: 6
City of Glendale: 36
City of Glendora: 4
City of Hawaiian Gardens: --
City of Hawthorne: 11
City of Hermosa Beach: --
City of Hidden Hills: 0
City of Huntington Park: 2
City of Industry: 0
City of Inglewood: 14
City of Irwindale: 0
City of La Canada Flintridge: 7
City of La Habra Heights: 0
City of La Mirada: 6
City of La Puente: 2
City of La Verne: 1
City of Lakewood: 11
City of Lancaster: 19
City of Lawndale: 3
City of Lomita: --
City of Long Beach: 0
City of Lynwood: 13
City of Malibu: --
City of Manhattan Beach: 23
City of Maywood: 2
City of Monrovia: 4
City of Montebello: 3
City of Monterey Park: 5
City of Norwalk: 12
City of Palmdale: 6
City of Palos Verdes Estates: 14
City of Paramount: 5
City of Pasadena: 0
City of Pico Rivera: 5
City of Pomona: 4
City of Rancho Palos Verdes: 8
City of Redondo Beach: 24
City of Rolling Hills: 0
City of Rolling Hills Estates: --
City of Rosemead: 1
City of San Dimas: 2
City of San Fernando: 0
City of San Gabriel: 6
City of San Marino: --
City of Santa Clarita: 32
City of Santa Fe Springs: 0
City of Santa Monica: 38
City of Sierra Madre: 0
City of Signal Hill: --
City of South El Monte: 0
City of South Gate: 11
City of South Pasadena: 3
City of Temple City: 1
City of Torrance: 32
City of Vernon: 0
City of Walnut: 2
City of West Covina: 5
City of West Hollywood: 50
City of Westlake Village: 0
City of Whittier: 6
City of Los Angeles: 839
Los Angeles - Adams-Normandie: --
Los Angeles - Alsace: --
Los Angeles - Angeles National Forest: 0
Los Angeles - Angelino Heights: 0
Los Angeles - Arleta: 4
Los Angeles - Atwater Village: --
Los Angeles - Baldwin Hills: 7
Los Angeles - Bel Air: 8
Los Angeles - Beverly Crest: 17
Los Angeles - Beverlywood: 10
Los Angeles - Boyle Heights: 8
Los Angeles - Brentwood: 31
Los Angeles - Brookside: 0
Los Angeles - Cadillac-Corning: 0
Los Angeles - Canoga Park: 3
Los Angeles - Carthay: 9
Los Angeles - Central: 3
Los Angeles - Century City: 8
Los Angeles - Century Palms/Cove: 5
Los Angeles - Chatsworth: 4
Los Angeles - Cheviot Hills: --
Los Angeles - Chinatown: 0
Los Angeles - Cloverdale/Cochran: --
Los Angeles - Country Club Park: --
Los Angeles - Crenshaw District: --
Los Angeles - Crestview: 9
Los Angeles - Del Rey: 10
Los Angeles - Downtown: 9
Los Angeles - Eagle Rock: 8
Los Angeles - East Hollywood: 5
Los Angeles - Echo Park: --
Los Angeles - El Sereno: 1
Los Angeles - Elysian Park: --
Los Angeles - Elysian Valley: --
Los Angeles - Encino: 26
Los Angeles - Exposition: 0
Los Angeles - Exposition Park: 4
Los Angeles - Faircrest Heights: 0
Los Angeles - Figueroa Park Square: 0
Los Angeles - Florence-Firestone: 6
Los Angeles - Glassell Park: 7
Los Angeles - Gramercy Place: --
Los Angeles - Granada Hills: 8
Los Angeles - Green Meadows: --
Los Angeles - Hancock Park: 17
Los Angeles - Harbor City: 1
Los Angeles - Harbor Gateway: 4
Los Angeles - Harbor Pines: 0
Los Angeles - Harvard Heights: --
Los Angeles - Harvard Park: 2
Los Angeles - Highland Park: 6
